team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date
Saudi Arabia,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uruguay,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
France,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Senegal,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Iraq,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Norway,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Argentina,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Algeria,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Austria,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Jordan,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Portugal,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Congo DR,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Uzbekistan,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Colombia,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
England,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Croatia,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ghana,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
